brand,laptop_type,cpu,ram_gb,storage_gb,storage_type,gpu,screen_size_in,resolution,touchscreen,weight_kg,os,price_usd
Samsung,Ultrabook,Intel Core i7 7500U,16,256.0,SSD,Nvidia,15.0,1920x1080,0,1.23,Windows 10,1407.35
Dell,Ultrabook,Intel Core i7 7600U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.6,Windows 10,1286.33
Asus,Notebook,Intel Pentium Quad Core N4200,4,1024.0,HDD,Intel,15.6,1366x768,0,2.0,Linux,303.69
Xiaomi,Ultrabook,Intel Core i5 6200U,8,256.0,SSD,Nvidia,13.3,1920x1080,0,1.28,Windows 10,711.67
Dell,Notebook,Intel Core i5 7200U,4,128.0,SSD,Nvidia,15.6,1920x1080,0,2.18,Windows 10,694.54
HP,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,15.6,1920x1080,0,2.04,Windows 10,638.6
HP,2 in 1 Convertible,Intel Core i5 7200U,4,256.0,SSD,Intel,13.3,1920x1080,1,1.28,Windows 10,1293.94
HP,2 in 1 Convertible,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,1,2.3,Windows 10,521.23
Asus,Notebook,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,14.1,1366x768,0,1.65,Windows 10,264.88
Lenovo,Notebook,Intel Core i7 6500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,509.2
Dell,Notebook,Intel Pentium Quad Core N3710,4,500.0,HDD,Intel,15.6,1366x768,0,2.2,Windows 10,280.86
HP,2 in 1 Convertible,Intel Core i5 7200U,4,256.0,SSD,Intel,13.3,1920x1080,1,1.28,Windows 10,1369.3
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.18,Linux,346.85
Asus,Gaming,Intel Core i5 7300HQ,12,128.0,SSD,Nvidia,17.3,1920x1080,0,2.2,Windows 10,1042.69
Acer,Netbook,Intel Celeron Dual Core N3060,4,32.0,SSD,Intel,11.6,1366x768,0,1.25,Chrome OS,226.06
Lenovo,Notebook,AMD A4-Series 7210,4,500.0,HDD,AMD,17.3,1600x900,0,2.8,Windows 10,288.47
HP,Notebook,Intel Core i5 7200U,4,128.0,SSD,Intel,14.0,1920x1080,0,1.95,Windows 10,962.85
HP,2 in 1 Convertible,Intel Core i7 7500U,16,256.0,SSD,Intel,13.3,3200x1800,1,1.42,Windows 10,1064.84
Samsung,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.0,1920x1080,0,1.17,Windows 10,1293.18
Lenovo,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.32,Windows 10,1369.3
MSI,Gaming,Intel Core i7 6700HQ,16,512.0,SSD,Nvidia,17.3,3840x2160,0,2.43,Windows 10,2016.27
Toshiba,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.05,Windows 10,1122.69
Dell,Gaming,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.62,Linux,707.1
HP,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.04,Windows 10,685.03
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.18,Windows 10,467.34
Dell,Notebook,Intel Core i5 7300U,8,500.0,HDD,Intel,15.6,1920x1080,0,1.9,Windows 10,711.67
Dell,2 in 1 Convertible,Intel Core i7 7Y75,8,512.0,SSD,Intel,13.3,3200x1800,1,1.24,Windows 10,1532.26
Asus,Gaming,Intel Core i7 6820HK,32,256.0,SSD,Nvidia,17.3,1920x1080,0,3.58,Windows 10,973.5
Dell,2 in 1 Convertible,Intel Core i7 7Y75,16,256.0,SSD,Intel,13.3,1920x1080,1,1.22,Windows 10,1255.12
Lenovo,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.13,Windows 10,1559.58
Lenovo,Notebook,Intel Core i5 7200U,8,512.0,SSD,Intel,15.6,1920x1080,0,1.95,Windows 10,1494.12
LG,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,15.6,1920x1080,1,1.08,Windows 10,1597.64
HP,Netbook,Intel Core i7 7500U,8,512.0,SSD,Intel,12.5,1920x1080,0,1.26,Windows 10,1128.77
Acer,Notebook,Intel Celeron Dual Core 3205U,4,16.0,SSD,Intel,15.6,1920x1080,0,2.2,Chrome OS,273.25
Lenovo,Notebook,Intel Core i5 6300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.6,Windows 10,600.54
LG,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,14.0,1920x1080,1,0.98,Windows 10,1445.41
Dell,Notebook,Intel Core i5 7440HQ,8,256.0,SSD,Intel,14.0,1920x1080,0,1.6,Windows 10,917.18
HP,Ultrabook,Intel Core M 6Y75,8,240.0,SSD,Intel,12.5,3840x2160,1,1.09,Windows 10,2359.54
Lenovo,Notebook,Intel Core i7 7500U,6,256.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,600.54
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.04,Windows 10,775.6
Acer,Notebook,Intel Core i3 7100U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.4,Windows 10,379.81
Lenovo,Notebook,Intel Core i5 7200U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.44,Windows 10,670.57
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.49,Windows 10,730.7
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,1217.07
Dell,Gaming,Intel Core i7 7700HQ,16,128.0,SSD,Nvidia,15.6,1920x1080,0,2.6,Windows 10,1026.78
MSI,Gaming,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,852.41
Dell,Notebook,Intel Core i5 7200U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.18,Windows 10,521.38
HP,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,AMD,15.6,1920x1080,0,1.84,Windows 10,987.19
HP,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,3200x1800,1,1.39,Windows 10,874.55
Toshiba,Notebook,Intel Core i7 6600U,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,1503.26
Lenovo,2 in 1 Convertible,Intel Core i5 7200U,8,512.0,SSD,Intel,13.3,1920x1080,1,1.37,Windows 10,1389.09
Dell,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1366x768,0,1.95,Windows 10,555.56
Lenovo,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.36,Windows 10,1255.89
HP,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.31,Windows 10,886.73
Dell,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.18,Windows 10,538.93
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,14.0,1366x768,0,1.95,Windows 10,874.55
Lenovo,Notebook,Intel Pentium Quad Core N4200,4,1024.0,HDD,Intel,15.6,1366x768,0,2.2,Windows 10,235.19
HP,Ultrabook,Intel Core i5 6200U,4,500.0,HDD,Intel,12.5,1920x1080,0,1.26,Windows 10,1201.84
HP,Notebook,Intel Celeron Dual Core N3060,4,1024.0,HDD,Intel,15.6,1366x768,0,1.86,No OS,219.89
Lenovo,2 in 1 Convertible,Intel Core i7 6560U,16,1024.0,SSD,Intel,13.3,3200x1800,1,1.3,Windows 10,1369.3
Toshiba,Notebook,Intel Core i5 6200U,4,128.0,SSD,Intel,14.0,1920x1080,0,1.47,Windows 10,841.06
HP,Netbook,Intel Core i5 6200U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.26,Windows 10,1270.35
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.18,Windows 10,425.17
MSI,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,912.61
Dell,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.36,Windows 10,1247.51
Dell,Gaming,Intel Core i7 6820HK,16,512.0,SSD,Nvidia,17.3,2560x1440,0,4.36,Windows 10,2099.23
HP,Gaming,Intel Core i5 6300HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.75,Windows 10,1064.84
Asus,Notebook,Intel Pentium Quad Core N3710,4,1024.0,HDD,Nvidia,17.3,1600x900,0,2.8,Windows 10,403.41
Acer,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.23,Windows 10,471.15
Toshiba,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,15.6,1366x768,0,2.2,Windows 10,851.72
Lenovo,2 in 1 Convertible,Intel Core M m7-6Y75,8,256.0,SSD,Intel,11.3,1920x1080,1,1.1,Windows 10,988.72
Lenovo,Gaming,AMD FX 8800P,16,512.0,SSD,AMD,15.6,1920x1080,0,2.5,Windows 10,760.38
Dell,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,12.5,1920x1080,1,1.36,Windows 10,1120.55
Lenovo,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,No OS,521.38
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,17.3,1600x900,0,2.36,Windows 10,501.59
Acer,Notebook,Intel Celeron Dual Core N3060,4,32.0,SSD,Intel,14.0,1366x768,0,1.68,Chrome OS,265.64
HP,Workstation,Intel Core i7 6820HQ,8,8.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,1711.81
Dell,Ultrabook,Intel Core i7 7600U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.36,Windows 10,1351.03
Toshiba,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 7,1111.27
Asus,2 in 1 Convertible,Intel Core M M7-6Y75,8,64.0,SSD,Intel,12.5,1920x1080,0,1.2,Chrome OS,882.16
Lenovo,Ultrabook,Intel Core i7 6600U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,1133.33
Dell,Gaming,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,17.3,3840x2160,0,4.36,Windows 10,2400.64
Dell,2 in 1 Convertible,Intel Core i5 7Y54,8,256.0,SSD,Intel,13.3,1920x1080,1,1.24,Windows 10,1445.41
HP,2 in 1 Convertible,Intel Pentium Quad Core N4200,4,256.0,SSD,Intel,11.6,1366x768,1,1.45,Windows 10,589.89
Dell,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,Intel,13.3,3200x1800,0,1.3,Windows 10,965.13
Acer,2 in 1 Convertible,Intel Celeron Dual Core N3060,4,32.0,SSD,Intel,11.6,1366x768,1,1.25,Chrome OS,296.08
Toshiba,Notebook,Intel Core i5 6300U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,1168.35
Lenovo,Ultrabook,Intel Core i5 7300U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.36,Windows 10,1339.61
Acer,Notebook,Intel Core i5 7200U,12,128.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,767.99
Toshiba,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,12.5,1920x1080,1,1.1,Windows 10,1362.45
HP,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Nvidia,15.6,1366x768,0,2.04,Windows 10,644.31
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.25,Linux,354.4
Dell,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,1.9,Windows 10,627.94
HP,Notebook,Intel Core i3 7100U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.04,Windows 10,521.38
Dell,Gaming,Intel Core i7 7700HQ,32,256.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,2396.84
Lenovo,Notebook,Intel Core i5 7200U,6,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,528.99
Dell,2 in 1 Convertible,Intel Core i7 7Y75,16,512.0,SSD,Intel,13.3,3200x1800,1,1.22,Windows 10,1445.41
Dell,Ultrabook,Intel Core i7 6600U,8,256.0,SSD,Intel,14.0,2560x1440,1,1.5,Windows 10,1494.11
Dell,Gaming,Intel Core i7 6700HQ,32,256.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,2131.2
Toshiba,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.95,Windows 10,898.15
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.73,Windows 10,1560.27
HP,Notebook,Intel Core i5 7200U,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.04,Windows 10,745.16
Lenovo,Notebook,Intel Core i5 6200U,4,508.0,HDD,Intel,14.0,1366x768,0,1.7,Windows 7,762.67
Asus,2 in 1 Convertible,Intel Core i7 7500U,16,512.0,SSD,Nvidia,15.6,3840x2160,1,2.3,Windows 10,1369.3
HP,Notebook,Intel Core i7 7500U,6,1024.0,HDD,Intel,15.6,1366x768,0,2.04,Windows 10,440.7
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.99,Windows 10,1331.24
Dell,2 in 1 Convertible,Intel Core i7 7500U,12,512.0,SSD,Intel,15.6,1920x1080,1,2.19,Windows 10,988.72
Toshiba,Notebook,Intel Core i5 6200U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 7,909.57
Lenovo,Notebook,AMD A12-Series 9720P,6,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,417.87
Fujitsu,Notebook,Intel Core i5 6200U,4,256.0,SSD,Intel,15.6,1366x768,0,2.3,Windows 10,493.98
Toshiba,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,14.0,1366x768,0,1.75,Windows 10,696.45
Dell,Notebook,Intel Core i5 7200U,4,500.0,HDD,AMD,15.6,1366x768,0,2.25,Windows 10,455.92
HP,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,2.04,Windows 10,613.48
Lenovo,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,905.0
Dell,Notebook,Intel Core i7 7500U,8,1024.0,HDD,AMD,15.6,1366x768,0,2.36,Windows 10,570.1
Dell,Notebook,Intel Core i5 7200U,8,128.0,SSD,Intel,14.0,1920x1080,0,1.6,Windows 10,851.72
HP,Netbook,Intel Core M 6Y75,8,512.0,SSD,Intel,12.5,1920x1080,0,0.97,Windows 10,1452.26
HP,Notebook,Intel Core i3 6006U,4,128.0,SSD,AMD,15.6,1920x1080,0,2.1,Windows 10,379.81
Lenovo,Notebook,Intel Celeron Dual Core N3350,4,128.0,SSD,Intel,15.6,1366x768,0,1.9,No OS,205.98
Lenovo,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.3,Windows 10,1026.78
Dell,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.68,Windows 10,676.66
Asus,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,3200x1800,0,1.4,Windows 10,875.31
HP,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.11,Windows 10,1026.78
Acer,Notebook,Intel Pentium Quad Core N4200,4,500.0,HDD,Intel,15.6,1366x768,0,2.4,Windows 10,289.23
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,1369.3
HP,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,14.0,1920x1080,0,1.48,Windows 10,1590.03
Acer,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.7,Windows 10,959.04
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.34,Windows 10,905.0
Dell,Notebook,Intel Core i3 7100U,4,128.0,SSD,Intel,15.6,1366x768,0,2.18,Windows 10,416.35
HP,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,14.0,1366x768,0,1.64,Windows 10,592.93
Toshiba,Notebook,Intel Core i5 6200U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,909.57
HP,Notebook,Intel Core i5 6300U,4,256.0,SSD,Intel,14.0,1366x768,0,1.48,Windows 10,837.25
HP,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,14.0,1920x1080,0,1.95,Windows 10,917.18
HP,Ultrabook,Intel Core i7 6600U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.43,Windows 7,1102.9
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.64,Windows 10,798.64
HP,Notebook,Intel Core i3 7100U,4,500.0,HDD,Intel,14.0,1366x768,0,1.64,Windows 10,520.62
Dell,Gaming,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.65,Windows 10,722.32
HP,Ultrabook,Intel Core i5 7200U,4,500.0,HDD,Intel,12.5,1920x1080,0,1.26,Windows 10,1171.4
HP,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,14.0,1920x1080,0,1.48,Windows 10,1210.22
HP,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.54,Windows 10,1436.44
HP,Notebook,Intel Core i3 7100U,4,500.0,HDD,Intel,13.3,1366x768,0,1.49,Windows 10,608.91
Toshiba,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,13.3,1366x768,0,1.5,Windows 10,920.98
HP,Notebook,Intel Core i3 7100U,4,256.0,SSD,Intel,15.6,1366x768,0,2.04,Windows 10,586.07
Lenovo,Notebook,Intel Core i7 6820HQ,16,512.0,SSD,Nvidia,17.3,3840x2160,0,2.4,Windows 7,2259.07
Toshiba,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.47,Windows 10,1134.1
HP,Notebook,Intel Core i7 6500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.43,Windows 10,1696.59
Dell,2 in 1 Convertible,Intel Core i3 6100U,4,1024.0,HDD,Intel,15.6,1920x1080,1,2.08,Windows 10,605.86
Toshiba,Ultrabook,Intel Core i5 6200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,1210.22
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.11,Windows 10,874.55
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.64,Windows 10,902.28
Dell,Notebook,Intel Core i5 6300U,8,500.0,HDD,Intel,15.6,1920x1080,0,2.09,Windows 10,796.49
HP,Ultrabook,Intel Core i5 7200U,4,256.0,SSD,Intel,12.5,1366x768,0,1.26,Windows 10,1186.62
HP,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,14.0,1366x768,0,2.31,Windows 10,905.0
HP,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,14.0,1366x768,0,1.95,Windows 10,806.81
Dell,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,3200x1800,1,1.29,Windows 10,1236.1
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,17.3,1920x1080,0,2.63,Windows 10,822.03
HP,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,14.0,1366x768,0,1.64,Windows 10,740.59
Acer,Notebook,AMD A9-Series 9420,6,1024.0,HDD,AMD,15.6,1366x768,0,2.1,Windows 10,311.31
MSI,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,907.13
HP,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.95,Windows 7,909.57
HP,Notebook,Intel Core i7 6500U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,935.44
HP,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.26,Windows 10,1026.78
HP,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.04,Windows 10,564.77
Toshiba,Ultrabook,Intel Core i7 6600U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.47,Windows 10,1312.97
Dell,Notebook,Intel Core i5 6300U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.09,Windows 7,809.06
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.64,Windows 10,769.14
Lenovo,2 in 1 Convertible,Intel Core i7 6500U,4,256.0,SSD,Intel,15.6,1920x1080,1,1.8,Windows 10,644.69
Vero,Notebook,Intel Atom X5-Z8350,2,32.0,SSD,Intel,14.0,1366x768,0,1.45,Windows 10,160.45
Toshiba,Notebook,Intel Core i7 6500U,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,1084.63
Lenovo,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.3,Windows 10,798.9
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,14.0,1920x1080,0,1.54,Windows 10,761.14
HP,Notebook,Intel Core i5 6300U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,1600.94
HP,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.43,Windows 7,1118.12
MSI,Gaming,Intel Core i7 6820HK,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.78,Windows 10,1176.45
Lenovo,Gaming,Intel Core i7 6700HQ,16,128.0,SSD,Nvidia,17.3,1920x1080,0,4.6,Windows 10,1743.01
Asus,Netbook,Intel Celeron Dual Core N3060,4,16.0,SSD,Intel,11.6,1366x768,0,1.2,Chrome OS,219.13
Lenovo,Notebook,Intel Core i7 6600U,16,256.0,SSD,Intel,14.0,2560x1440,0,1.1,Windows 7,1994.19
HP,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,1.91,Windows 10,745.16
Dell,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,1,2.3,Windows 10,832.69
HP,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,15.6,1366x768,0,2.04,Windows 10,745.16
Dell,Ultrabook,Intel Core i7 7500U,16,1024.0,SSD,Intel,13.3,3200x1800,1,1.2,Windows 10,1715.62
HP,Notebook,Intel Core i3 6100U,4,500.0,HDD,Intel,15.6,1366x768,0,2.31,Windows 10,536.72
HP,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,1.96,No OS,379.81
Acer,Notebook,AMD A8-Series 7410,8,1024.0,HDD,AMD,15.6,1366x768,0,2.4,Windows 10,341.75
Dell,2 in 1 Convertible,Intel Core i7 7500U,12,256.0,SSD,Intel,13.3,1920x1080,1,1.6,Windows 10,988.72
MSI,Gaming,Intel Core i7 6700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.94,Windows 10,1384.52
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.04,Windows 10,814.42
Asus,Gaming,Intel Core i7 6700HQ,16,1024.0,HDD,Nvidia,17.3,1920x1080,0,4.0,No OS,759.62
Dell,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.25,Windows 10,425.48
Dell,Notebook,Intel Core i7 7500U,16,2048.0,HDD,AMD,15.6,1920x1080,0,2.32,Windows 10,753.52
MSI,Gaming,Intel Core i7 6700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,1.8,Windows 10,1468.24
Dell,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.29,Windows 10,1109.75
Asus,Gaming,Intel Core i7 6820HK,64,1024.0,SSD,Nvidia,17.3,1920x1080,0,3.58,Windows 10,3025.54
Dell,2 in 1 Convertible,Intel Core i7 6500U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.62,Windows 10,607.4
Dell,Gaming,Intel Core i7 6700HQ,16,256.0,SSD,Nvidia,15.6,3840x2160,0,3.21,Windows 10,1011.56
Apple,Ultrabook,Intel Core M,8,256.0,SSD,Intel,12.0,2304x1440,0,0.92,Mac OS X,989.49
Dell,Notebook,Intel Core i3 6100U,4,500.0,HDD,Intel,15.6,1366x768,0,2.06,Windows 10,366.86
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.31,Windows 10,912.61
HP,Ultrabook,Intel Core i5 6200U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.26,Windows 7,912.61
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.49,Windows 10,829.65
Lenovo,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,Intel,12.5,1920x1080,1,1.3,Windows 10,1304.21
Lenovo,Notebook,Intel Core i5 6200U,8,1024.0,HDD,AMD,17.3,1600x900,0,3.0,Windows 10,501.59
Lenovo,Notebook,Intel Core i5 6300HQ,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.3,Windows 10,743.64
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.78,Windows 10,1902.1
Lenovo,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,411.02
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.31,Windows 7,715.47
Lenovo,Ultrabook,Intel Core M 6Y75,8,512.0,SSD,Intel,12.5,2560x1440,1,0.99,Windows 10,1064.84
Lenovo,Gaming,Intel Core i7 6820HK,32,512.0,SSD,Nvidia,17.3,1920x1080,0,4.6,Windows 10,2466.1
Lenovo,2 in 1 Convertible,Intel Atom x5-Z8550,4,64.0,SSD,Intel,10.1,1920x1200,1,0.69,Windows 10,491.9
HP,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,13.3,3840x2160,0,1.3,Windows 10,1559.58
Dell,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.18,Windows 10,570.86
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,14.0,1920x1080,0,1.54,Windows 7,784.73
HP,Workstation,Intel Core i7 6500U,8,256.0,SSD,AMD,15.6,1920x1080,0,1.9,Windows 7,1137.91
Lenovo,Notebook,Intel Core i5 6200U,8,180.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 7,912.61
HP,Notebook,Intel Pentium Dual Core 4405Y,4,32.0,SSD,Intel,13.3,3200x1800,0,1.29,Chrome OS,468.1
Acer,Notebook,AMD A8-Series 7410,4,500.0,HDD,AMD,15.6,1366x768,0,2.4,Windows 10,294.56
Dell,Notebook,Intel Pentium Quad Core N3700,4,500.0,HDD,Intel,15.6,1366x768,0,2.2,Linux,299.5
HP,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1366x768,0,1.86,No OS,263.35
Asus,Gaming,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,1217.07
